#      ID           Name         RA        DEC      X      Y       F_int     F_peak  F_int(fit)  F_pk(fit)  Maj(fit)  Min(fit) P.A.(fit) Maj(fit_deconv.)   Min(fit_deconv.) P.A.(fit_deconv.)      Alpha      Beta  Chisq(fit)  RMS(image)  RMS(fit) Nfree(fit) NDoF(fit) NPix(fit) NPix(obj) Guess?
#      --             --      [deg]      [deg]  [pix]  [pix]        [Jy]  [Jy/beam]        [Jy]  [Jy/beam]  [arcsec]  [arcsec]     [deg]         [arcsec]           [arcsec]             [deg]         --        --          --   [Jy/beam] [Jy/beam]         --        --        --        --     --
     470b J123405-444543 188.505888 -44.764856  766.9 1107.1     0.00917     0.0060      0.0058     0.0045    66.154    50.020    151.26           31.106           23.15393            299.06   0.011200   0.00554      5.4514     0.00049     0.264          6        65        78        78      0
     471a J123406-443125 188.525845 -44.523699  760.7 1193.8     0.00222     0.0030      0.0045     0.0031    77.655    48.481    149.08           50.906           20.36065            297.17   0.013532   0.00667      0.1190     0.00040     0.064          6        22        29        29      0
     472a J123407-432700 188.530161 -43.450199  754.8 1580.1     0.00255     0.0077      0.0069     0.0077    61.678    37.510     16.32           37.669            0.00000            358.35   1.950873   0.00000      0.1786     0.00118     0.122          6         5        12        12      0
     473a J123407-460406 188.532416 -46.068615  766.2  637.7     0.00162     0.0022      0.0030     0.0023    61.174    54.962    167.40           35.001           12.77683            307.46   0.000894   0.00000      0.3653     0.00027     0.110          6        23        30        30      0
     474a J123409-444043 188.540914 -44.678620  757.6 1138.0     0.01762     0.0176      0.0204     0.0182    63.297    45.698    147.93           23.791           12.41307            295.38  -0.929409   0.00000     15.8876     0.00047     0.491          6        59        66        66      0
     475a J123410-424330 188.545612 -42.725121  747.5 1841.0     0.02009     0.0187      0.0342     0.0192    85.767    53.462    161.09           63.539           28.32367            315.40   0.019360   0.00000      0.6779     0.00170     0.121          6        39        46        46      0
     476a J123411-425422 188.548892 -42.906095  747.4 1775.8     0.02342     0.0209      0.0330     0.0214    73.019    54.553    125.69           47.770           25.51524            268.09  -1.529822   0.00000      4.0117     0.00142     0.268          6        49        56        56      0
     477a J123411-431000 188.549298 -43.166833  748.5 1682.0     0.00285     0.0060      0.0075     0.0061    64.211    49.413    153.70           28.115           19.98713            301.43   0.005567   0.00000      0.0202     0.00100     0.034          6        10        17        17      0
     478a J123413-444328 188.555203 -44.724542  754.1 1121.4     0.06511     0.0597      0.0690     0.0616    62.413    46.279    152.08           22.634           12.24706            299.81  -1.482356   0.00000    188.7513     0.00047     1.381          6        92        99        99      0
     479a J123414-430118 188.571474 -43.019426  742.0 1735.0     0.14966     0.0475      0.0475     0.0475    58.661    43.973    147.38            0.012            0.00055            294.77  -1.805964   0.00000    999.0000     0.00117     0.000          0         0         0       196      1
     480a J123415-432817 188.564161 -43.472526  746.0 1572.0     1.43180     1.3980      1.3980     1.3980    58.661    43.973    147.38            0.012            0.00055            294.77  -0.963267   0.00000    999.0000     0.00114     0.000          0         0         0       135      1
     481a J123416-442930 188.566796 -44.491552  750.1 1205.2     0.00180     0.0030      0.0037     0.0030    67.742    45.903    136.46           35.641            7.14355            281.15   0.004587   0.00000      0.1203     0.00038     0.071          6        17        24        24      0
     482a J123416-433308 188.567562 -43.552484  745.5 1543.2     0.00467     0.0070      0.0100     0.0071    69.553    52.203    145.18           37.472           27.99707            292.20   0.017832   0.00000      0.5215     0.00090     0.142          6        19        26        26      0
     483a J123419-461344 188.580229 -46.228903  755.0  579.8     0.00164     0.0021      0.0028     0.0022    64.759    52.181    109.86           40.965            0.00000            257.78   0.014568   0.00000      0.3347     0.00025     0.101          6        26        33        33      0
     484a J123421-460420 188.589464 -46.072379  751.9  636.1     0.00528     0.0057      0.0066     0.0059    62.832    45.896    147.42           22.509           13.14562            294.81  -1.710119   0.00000      4.8766     0.00026     0.301          6        47        54        54      0
     485a J123422-432732 188.590207 -43.456352  739.1 1577.7     0.01381     0.0157      0.0264     0.0132   122.865    42.041    151.23          107.992            0.00000            301.68   0.090569   0.04118    102.4166     0.00116     1.461          6        41        48        48      0
     486a J123423-455736 188.598502 -45.960337  749.1  676.4     0.00707     0.0072      0.0084     0.0074    65.896    44.291    146.40           30.039            5.18644            293.57  -0.062262   0.00000      6.1081     0.00029     0.316          6        54        61        61      0
     487a J123424-434228 188.601495 -43.707952  737.4 1487.1     0.00126     0.0028      0.0034     0.0029    65.017    47.664    136.13           31.066           12.61532            282.04   0.031742   0.00000      0.0201     0.00047     0.035          6         9        16        16      0
     488a J123424-452021 188.603242 -45.339377  744.8  899.9     0.01744     0.0173      0.0193     0.0177    61.411    45.865    148.08           18.233           12.94820            295.50   0.030145   0.00000     38.0376     0.00032     0.707          6        69        76        76      0
     489a J123425-454919 188.604392 -45.822398  746.9  726.1     0.00103     0.0020      0.0025     0.0020    66.439    48.601    142.40           31.827           19.70959            289.02  -6.349694   0.00000      0.0967     0.00030     0.071          6        12        19        19      0
     490a J123425-464345 188.605959 -46.729241  751.1  399.7     0.01391     0.0151      0.0161     0.0154    58.887    45.797    138.93           17.813            0.00000            286.72  -1.651990   0.00000     13.5571     0.00043     0.468          6        55        62        62      0
     491a J123425-444409 188.607854 -44.735957  740.7 1117.1     0.04583     0.0441      0.0494     0.0455    61.139    45.757    144.05           18.513           10.68164            291.29  -1.698275   0.00000    104.2706     0.00045     1.101          6        79        86        86      0
     492a J123428-435502 188.616706 -43.917428  734.4 1411.7     0.04164     0.0417      0.0442     0.0440    60.006    43.215    146.21           12.820            0.00000            293.52  -0.806144   0.00000    156.0753     0.00038     1.332          6        81        88        88      0
     493a J123428-464552 188.617261 -46.764839  748.5  386.9     0.00272     0.0040      0.0050     0.0041    69.335    45.017    161.34           39.181            0.00000            312.94   0.015102   0.00000      0.3822     0.00045     0.117          6        21        28        28      0
     494a J123430-462707 188.625853 -46.452108  744.8  499.4     0.02565     0.0259      0.0275     0.0268    59.403    44.554    148.82           10.575            5.21275            296.22  -1.460262   0.00000     29.6917     0.00032     0.595          6        77        84        84      0
     495a J123433-455040 188.641262 -45.844556  737.8  718.0     0.00171     0.0026      0.0032     0.0026    66.317    47.395    160.47           33.976           10.72775            310.20  -0.108824   0.00000      0.0645     0.00031     0.049          6        20        27        27      0
     496a J123437-461318 188.656064 -46.221961  736.1  582.1     0.00311     0.0041      0.0041     0.0042    60.299    42.345    134.63           20.775            0.00000            280.71  -1.418920   0.00000      1.9847     0.00025     0.220          6        34        41        41      0
     497a J123437-431433 188.657456 -43.242676  720.5 1654.4     0.02947     0.0287      0.0352     0.0300    65.809    45.951    140.81           30.768           10.99740            286.94   0.241211   0.00000     13.8608     0.00099     0.469          6        56        63        63      0
     498a J123440-444953 188.668366 -44.831772  725.7 1082.4     0.00195     0.0027      0.0040     0.0028    70.821    53.018    141.48           40.270           28.81162            287.76   0.007785   0.00000      0.1419     0.00037     0.071          6        21        28        28      0
